key_id,bvid,videos,tid,tname,pic,title,pubdate,ctime,descr,duration,is_cooperation,owner_name,owner_id,aid,view,danmaku,reply,favorite,coin,share,likes,now_rank,his_rank,vt,vv,cid,short_linke_v2,pub_location
321,BV16z4y1P7fd,1,182,影视杂谈,http://i0.hdslb.com/bfs/archive/75290b7fcf0de8a8c8dcf61f10a071d17b3a5d1e.jpg,看完《惊奇队长2》，想给“村头打架”的《黑豹2》道歉,1699703536,1699703537,年末登场的《惊奇队长2》依然是漫威的稳定发挥，时长105分钟的电影，票价高达99元，主持人李丹直呼“如坐针毡、如芒刺背、如鲠在喉”，中国传媒大学教师金宇轩曾对漫威电影很有感情，眼睁睁看着它一步一步走了下坡路，《黑豹2》的“村头打架”已经很让人失望，但看完《惊奇队长2》后，他想收回对《黑豹2》的差评；金宇轩进一步指出漫威电影的创作已陷入僵硬的套路，电影的低智化处理是难以让观众买账的…,471,0,CCTV6今日影评,14235376,578274599,222706,1302,1169,1182,773,4613,10085,0,0,0,222706,1329013786,https://b23.tv/BV16z4y1P7fd,北京
322,BV1gu4y1h7xR,1,172,手机游戏,http://i2.hdslb.com/bfs/archive/3f182925d16a9b55cf2ce3f5a1ce68bb1fa8386e.jpg,【原神史记】雷内：我....什么都不做到！水仙十字结社故事完结篇,1699772400,1699710812,雷内：我....什么都不做到！,1214,0,甜甜叫花鸡,1074545099,918265404,175822,1136,1879,4051,4662,717,16045,0,0,0,175822,1329154920,https://b23.tv/BV1gu4y1h7xR,上海
323,BV15a4y1S7Z9,1,171,电子竞技,http://i0.hdslb.com/bfs/archive/b25358938f9a9f585379105b27d9e381d1410065.jpg,2023全球总决赛半决赛第一日宣传片,1699686367,1699686367,,260,0,英雄联盟赛事,108532523,663275639,752250,2476,3760,13776,21828,13054,36815,0,0,0,752250,1328690995,https://b23.tv/BV15a4y1S7Z9,重庆
324,BV1UQ4y187WF,1,17,单机游戏,http://i2.hdslb.com/bfs/archive/cbe745b619c225dd840b2cc08a226c9ac5404a99.jpg,在无尽的沙漠当中没有树木！该如何生存下去【我的世界】 P15,1699697700,1699691577,"没有树木在一片荒凉的沙漠当中要怎样才能生存下去？

喜欢的话不如一键三连支持一下૮(ﾟ∀ﾟ)ა
为了不给他人造成困扰，请不要在其他地方刷的我名字哦",626,0,不更新A,523085457,705837313,461393,3680,1961,14423,44732,1233,76667,0,90,0,461393,1328775227,https://b23.tv/BV1UQ4y187WF,浙江
325,BV1EG411Q7Cb,1,201,科学科普,http://i0.hdslb.com/bfs/archive/1816cf3e38f9b325c31d2307c373bd67cbf06d6a.jpg,猝死前会有哪些征兆？哪些习惯会增加猝死概率？,1699524000,1699493868,"猝死，是这几年从来没冷却过的话题。每天重复着不那么健康的作息，总担心自己会不会第二天就嘎了。那么熬夜、抽烟、饮食等是怎么把身体推进猝死深渊的？我们平时可以做点什么预防猝死？生命可贵，及时关注身体的报警信号，掌握一些必要的急救知识，愿我们身体健康，远离猝死！

参考来源：
[1] James M. Shikany, et al.,(2021). Mediterranean Diet Score, Dietary Patterns, and Risk of Sudden Cardiac Death in th",457,0,李白尼的猜想,1195284234,408243043,1629575,4012,3050,45951,34101,17371,116142,0,20,0,1629575,1326229854,https://b23.tv/BV1EG411Q7Cb,江苏
326,BV18w411T7Zc,1,205,社会,http://i1.hdslb.com/bfs/archive/76c8645f56bb10234d199caeef8ed5f4d4122d29.jpg,自从有了它，大街上也敢吸毒？真实案例告诉你，毒品电子烟的危害。（上）,1699619696,1699619697,自从有了它，大街上也敢吸毒？真实案例告诉你，毒品电子烟的危害。（上）,291,0,广州禁毒,443285454,278306598,1087337,1447,2652,6875,6143,8688,100474,0,92,0,1087337,1327942925,https://b23.tv/BV18w411T7Zc,
327,BV1CN4y1D7gY,1,182,影视杂谈,http://i2.hdslb.com/bfs/archive/c4e7be6985cfbab210043a66d96d6edb836457d8.jpg,英雄的迟暮《金刚狼3》，狼叔的最后一战，奉献给了小金刚狼！,1699698600,1699694130,《金刚狼3》,655,0,摩斯神探,73528331,875764863,1290602,1076,422,7482,915,149,64927,0,0,0,1290602,1328766283,https://b23.tv/BV1CN4y1D7gY,湖南
328,BV1RN411g7Ng,1,171,电子竞技,http://i2.hdslb.com/bfs/archive/9b0bf47324f005ddd2c8536f755453bd656b706d.jpg,这一路走来面对了多少嘲笑，WBG决赛继续加油,1699718552,1699718552,,130,0,别惹晒,1765787366,493270363,216737,265,1155,1244,1718,560,7739,0,0,0,216737,1329303559,https://b23.tv/BV1RN411g7Ng,江苏
329,BV1Qg4y1X7o6,1,65,网络游戏,http://i2.hdslb.com/bfs/archive/da79ae9cda3ec258ec79d57abbd40e3123e993ab.jpg,见证历史！全网首位元素伤害达到上限！神座芙卡洛斯归位！,1699587600,1699580164,"全网第一打出999w元素伤害的团队哦~流程也不遮遮掩掩，直接给你们全部放出来！可学！
我们目前是双核爆999w（首先登顶）第一的核爆团队，核爆帮帮直接看关注私信～",45,1,爱玩原神的敢敢,496143336,833180998,3443229,9664,5338,98223,78733,73269,404438,0,3,0,3443229,1327283338,https://b23.tv/BV1Qg4y1X7o6,广东
330,BV1G94y1375n,1,182,影视杂谈,http://i1.hdslb.com/bfs/archive/60e4b498569feeed366190381e303cb3d286e878.jpg,黑老大害死退役兵王的小妹妹，兵王直接团灭黑帮，动作电影《胜利》,1699612200,1699606682,美国专利号US005962049 A),581,0,摩斯神探,73528331,365701011,2295242,1574,253,11753,1279,408,79686,0,82,0,2295242,1327633161,https://b23.tv/BV1G94y1375n,湖南
331,BV1ia4y1S78y,1,25,MMD·3D,http://i2.hdslb.com/bfs/archive/ae3e2b625f80e75e158e952b7ee51a9fdab0f456.jpg,拼凑的断音|MMD作者ジュウ的逆天物理效果再次突破,1699716640,1699716640,"https://twitter.com/jyuu1010a/status/1723339186026217582
by：ジュウ",76,0,CM的杂货铺,1956251,663346850,337785,117,667,18553,2079,4232,27407,0,0,0,337785,1329267884,https://b23.tv/BV1ia4y1S78y,四川
332,BV1bz4y1w7bC,1,172,手机游戏,http://i1.hdslb.com/bfs/archive/eeba302bd75ce5db08319b9347d98c3ba94e70c2.jpg,哥们，你会玩火影吗？,1699797900,1699790734,,54,1,奇拉比-秋季限定,2051066128,578335321,180861,107,338,631,681,311,13172,0,0,0,180861,1330086156,https://b23.tv/BV1bz4y1w7bC,山东
333,BV1Sb4y1u7PT,1,31,翻唱,http://i0.hdslb.com/bfs/archive/ebbe40eceb7ec182b29458f0ccb3d36fafda4708.jpg,后劲很大的一集！芙宁娜传说任务《轻涟》中文翻唱【泠鸢】,1699761600,1699739286,"歌词来自官方BV1Jg4y197YW
做完芙宁娜传说任务立刻录了~好喜欢这种脆弱却坚强的赞歌！
阿原再多出点歌吧！阿鸢要唱~~",150,0,泠鸢yousa,282994,620779756,239855,308,801,8242,11367,1246,35511,0,0,0,239855,1329420804,https://b23.tv/BV1Sb4y1u7PT,四川
334,BV1Ya4y1S7Zr,1,24,MAD·AMV,http://i0.hdslb.com/bfs/archive/65cf41f56c418766d04d203efef680ca501ae110.jpg,汗流浃背了吧，老弟,1699697219,1699697219,BGM是林肯公园的。再投一次还是凉了的话就不投了。喜欢的小伙伴记得支持一下up呀，辛苦啦，制作不易。,129,0,银发の半精灵,5687194,663305715,214508,245,238,2367,1307,258,18752,0,0,0,214508,1328904331,https://b23.tv/BV1Ya4y1S7Zr,四川
335,BV1Hc411X7MG,1,172,手机游戏,http://i0.hdslb.com/bfs/archive/9af7ebb237498f8da3d9826774fced0fbd6c4f39.jpg,1.5紧急优化来袭！混沌回忆一键扫荡！五大全新内容/爬塔深渊+混沌回忆奖励提升！【崩坏星穹铁道】大月卡额外奖励70级！1.6版本全新内容提前看好友支援虚构叙事,1699702679,1699702679,"所以你最喜欢哪个优化？还希望实装什么新功能呢？

点赞过W 光速日更~
置顶动态可以抽648跟大小月卡！每个月都有喔~
 
衷心感谢大家的点赞 三连 关注！！！
祝大家每一次抽卡都能抽到想要的角色和光锥！！！
有什么问题都可以在弹幕、评论区说说看，看到就会回！相信各位大佬也会热心帮助解答！
 
【版本最新内容】
人权机制怪？藿藿前瞻培养攻略 平民玩家怎么养最强？BV1fb4y1u7zh
1.5白嫖69抽！轻松获取藿藿银枝！1.1w星琼获取途径汇总！BV1wa4y197rs
⚡⚡1.5玩家现状⚡⚡BV18c",183,0,午觉已到,94395002,280820995,602972,2185,2503,2847,5589,7689,38737,0,0,0,602972,1328997705,https://b23.tv/BV1Hc411X7MG,浙江
336,BV1kz4y1P77Q,1,252,仿妆cos,http://i0.hdslb.com/bfs/archive/fa6b9c2f7f0d96e6ccaf48c7ebf4ac1b6e3366c5.jpg,挑战！爱莉希雅xTruE,1699705081,1699705081,"生日快乐，爱莉希雅。

社死up又来喊麦了，唱得不好给大家磕头。
特别感谢录音棚老板：@鸢鸢小可爱  

TruE
原唱：黄龄/HOYO-MiX
作词 : TetraCalyx
作曲/编曲/制作人 : 文驰Vinchi(HOYO-MiX)
视频素材来自PV ：《因你而在的故事》
歌词翻译来自网易云",207,0,腥味猫罐,305956876,578279403,326113,390,926,15640,14819,1891,53068,0,0,0,326113,1329041477,https://b23.tv/BV1kz4y1P77Q,上海
337,BV1na4y1Q7bD,1,228,人文历史,http://i0.hdslb.com/bfs/archive/ba46b1330b56755112bf2604f692ba67cb4fc285.jpg,罗马教廷为何家里蹲？【神奇组织12】,1699436900,1699435049,"本篇为神奇组织之自由教皇国。

参考资料：
塞缪尔·哈尔佩林1968年出版《意大利和梵蒂冈的战争：研究从普法战争爆发到庇护九世去世期间他们的关系》
彼得·肯特1981年出版《教皇与领袖：拉特兰协议的国际影响》
查德威克·欧文1998年出版《教皇的历史：1830-1914》
弗朗西斯·桑顿1955年出版《十字架又十字架：教皇庇护九世的生平》
伯纳德·奥莱利1878年出版《庇护九世的一生》",1568,0,小约翰可汗,23947287,663129506,2376032,18501,5180,30041,80372,4139,178778,0,4,0,2376032,1325581273,https://b23.tv/BV1na4y1Q7bD,江苏
338,BV1Lw411x7Wn,1,230,软件应用,http://i2.hdslb.com/bfs/archive/f7281d94f29212e7faa64ada2d85d686ed5fc801.jpg,盗版Steam？弹窗软件关不掉？一个视频解决新手遇到的电脑问题,1699604297,1699604298,"观前提醒 本期视频的内容 是根据我的日常使用经验和习惯总结而成
如果你有更好的方法 或者发现我的错误 欢迎在评论区和弹幕发言和指正",532,0,--圈圈--,8784855,323217333,470232,701,887,34804,8274,1044,43707,0,0,0,470232,1327637096,https://b23.tv/BV1Lw411x7Wn,四川
339,BV1CG411Q7Mg,1,227,购车攻略,http://i2.hdslb.com/bfs/archive/8e2c2afb4aba83371122c579650d08a34ebe7650.jpg,【大虾沉浸式试车】华为首款纯电轿车！智界S7 四驱旗舰版👉快来快来～带你沉浸式体验,1699693731,1699693732,华为首款纯电轿车！智界S7 四驱旗舰版👉快来快来～带你沉浸式体验,496,0,大虾试车真香,1210621649,408319881,416642,2687,1866,1320,916,4501,10043,0,0,0,416642,1328836000,https://b23.tv/BV1CG411Q7Mg,浙江
340,BV1zN411M7BD,1,17,单机游戏,http://i1.hdslb.com/bfs/archive/72040cf3416189510dbfee67b5dd945d73bc28c4.jpg,一款由你来决定世界命运的游戏！《动物迷城》全结局收录！,1699700113,1699700113,"游戏平台：Steam
游戏名：动物迷城
肝的神志不清了啊啊啊啊啊啊啊！
希望你看的开心啊啊啊啊啊啊啊！",1827,0,孤独音符,6724070,493357984,356201,1221,480,12579,18015,431,33988,0,0,0,356201,1328944949,https://b23.tv/BV1zN411M7BD,上海
341,BV1ha4y1Q7mk,1,17,单机游戏,http://i0.hdslb.com/bfs/archive/c464e88409e4ec9ac91ccb97b851f8f3a263fa90.jpg,各种M200级植物三个大招VS沙滩僵王,1699435224,1699435225,"沙滩僵王血量:42000
BGM: Reeds and Seeds",259,0,Knight_黑暗骑兵,1998025435,663159862,1221425,774,250,8915,6373,241,120183,0,0,0,1221425,1325604814,https://b23.tv/BV1ha4y1Q7mk,安徽
342,BV1NC4y1S7ue,2,29,音乐现场,http://i0.hdslb.com/bfs/archive/cdf6ee4fae17c35f7c6e757ae19ae05fde62e983.jpg,【aespa】231112人歌Drama打歌舞台！烟熏妆爆炸！,1699774856,1699774856,【aespa】231112人歌Drama打歌舞台！烟熏妆爆炸！,236,0,嗑糖少女000,32782335,790839172,238871,1414,684,1541,629,759,5599,0,0,0,238871,1329849954,https://b23.tv/BV1NC4y1S7ue,浙江
343,BV19w411K7yQ,1,255,手势·网红舞,http://i0.hdslb.com/bfs/archive/6cc34c38ed0d74b35d0585905fe2ffc4a6debb3a.jpg,老一辈艺术家的从容与淡定～让你们看看正规军的青海摇！张诗尧青海摇原版,1699488576,1699488576,-,62,0,张诗尧个人号,3.54638E+15,278219147,1839923,813,1532,59658,22560,5885,351830,0,15,0,1839923,1326181648,https://b23.tv/BV19w411K7yQ,北京
344,BV1Zw411K7p2,1,164,健身,http://i0.hdslb.com/bfs/archive/30ef17572294936e571e137909a4af29d4e31d31.jpg,90后都没割过稻子吧，今天带学生体验一下。食物来之不易，每一粒都应该被珍惜,1699352396,1699349494,"量大管饱赫恩洗护套
草本控油专利： ZL 200910048788.2",260,0,李维刚的日常,3.49326E+15,278231490,1354580,3366,2705,5671,24450,638,208494,0,16,0,1354580,1324573377,https://b23.tv/BV1Zw411K7p2,江苏
345,BV1fb4y1u7N4,1,218,喵星人,http://i2.hdslb.com/bfs/archive/0d48bbd88079c352692fc0f83aac59153d91cf6f.jpg,如果猫变大100倍，会是怎么样的？,1699617169,1699616914,"每个有宠物的人或许都想过，如果宠物变大上百倍会是怎么样一种场景？我们尝试用微缩模型和真实的猫咪来呈现，并也借此机会了解了一下专业动物引导员的工作。希望这期视频你能看得开心～
*视频中动物演员均在专业动物引导人员指导并保障安全的情况下出演。",591,0,影视飓风,946974,620807699,1002808,2476,1398,7753,8726,4432,64908,0,0,0,1002808,1327873368,https://b23.tv/BV1fb4y1u7N4,浙江
346,BV1yM411f733,1,21,日常,http://i1.hdslb.com/bfs/archive/512b9516f671867a3df771e6300f9de2cb6c4775.jpg,生而为入殓师 我很抱歉,1699615813,1699615665,实用新型专利证书实用新型名称 ：一种多功能枕头专利号：ZL 2022 2 2654375.2，外观设计专利证书外观设计名称：枕头（云梦枕Z3）专利号：ZL 202230664459.7,375,0,汤木檀泽,86205301,535832358,980018,2755,1691,8425,4806,1187,111722,0,80,0,980018,1327862514,https://b23.tv/BV1yM411f733,江苏
347,BV13M411D7xy,1,171,电子竞技,http://i1.hdslb.com/bfs/archive/dfd2b9542ab7a20965620f7112265088b44fd40c.jpg,大司马夺舍Tarzan，助T1晋级四强,1699603863,1699603863,大司马夺舍塔赞，助T1晋级四强,183,0,剃刀汤米丶,62954137,535737682,605309,754,1011,3710,5802,11360,28620,0,0,0,605309,1327652254,https://b23.tv/BV13M411D7xy,山东
348,BV1YC4y177Nj,1,218,喵星人,http://i2.hdslb.com/bfs/archive/c69e1fa271b510a2ca7aaebf23c844b1df17f211.jpg,轻轻敲醒沉睡的心灵（卡点版本）,1699499182,1699499169,-,86,0,火影心安,701724702,748209793,629063,211,195,5701,2531,7506,20869,0,0,0,629063,1326322594,https://b23.tv/BV1YC4y177Nj,河北
349,BV1sj411h7Da,1,138,搞笑,http://i1.hdslb.com/bfs/archive/b059bbb00a23c98415c4a9b2d7da9b8841a1085c.jpg,《完蛋！我被逆天舍友包围了！》先导PV,1699527637,1699527637,完蛋！我被贵物舍友包围啦！,200,0,6625林德宿舍,3.54657E+15,450678162,2063503,3360,4368,28333,55987,86648,165533,0,12,0,2063503,1326765531,https://b23.tv/BV1sj411h7Da,江苏
350,BV17a4y1S78w,1,252,仿妆cos,http://i0.hdslb.com/bfs/archive/68327da75ecd7151aa15bf2b81a30a8197c37f4d.jpg,当游戏发型走进现实 | 芙宁娜的发型放在日常也好可爱吖！,1699675800,1699620222,当游戏发型走进现实之！原神！芙宁娜,190,0,雪梨大王吖,23393364,663283987,379871,121,518,9785,2271,3551,32781,0,0,0,379871,1327953916,https://b23.tv/BV17a4y1S78w,北京
351,BV1nu4y1N75y,1,17,单机游戏,http://i2.hdslb.com/bfs/archive/c98adfad7091a0ce793349c805c74fd879892188.jpg,【我的世界】看看生存了1年06个月后的沙漠变成了什么样,1699707600,1699700009,"应该是一年06个月没算错叭

没有树木在一片荒凉的沙漠当中要怎样才能生存下去？
喜欢的话不如一键三连支持一下૮(ﾟ∀ﾟ)ა
为了不给他人造成困扰，请不要在其他地方刷的我名字哦",130,0,不更新A,523085457,920758532,296529,1114,1179,9199,30146,1382,56886,0,0,0,296529,1328950918,https://b23.tv/BV1nu4y1N75y,浙江
352,BV1iu4y1t74E,1,250,出行,http://i0.hdslb.com/bfs/archive/5f72b97733e8c8fc39d2250eaa221d8da0014168.jpg,这是一座被老天爷追着喂饭的宝藏城市。,1699754400,1699691946,-,280,0,洛杉矶嬴政W,41637666,918315473,204535,402,413,1488,826,882,17890,0,0,0,204535,1328789950,https://b23.tv/BV1iu4y1t74E,浙江
353,BV1gH4y1B7hq,1,138,搞笑,http://i2.hdslb.com/bfs/archive/0b9bd2af03f2dec87df686ba359c00ff310b9ba7.jpg,2023淘宝金桃之夜！你想看的顶流明星爱豆……全都没来，来的都不是人！,1699536276,1699536276,"好消息：淘宝金桃之夜颁奖典礼来了！
坏消息：有人在现场脱裤子",1054,0,淘宝,250508441,963152651,1095018,4978,1643,12980,18238,28570,56568,0,0,0,1095018,1326914602,https://b23.tv/BV1gH4y1B7hq,浙江
354,BV1uu4y1h71P,1,176,汽车生活,http://i0.hdslb.com/bfs/archive/f909e1cb84098fb53ebb864530a7c2607149bfc8.jpg,买事故车的快乐，你想象不到！,1699675285,1699657215,前段时间有个美国留学生找到我，点名要买事故车，且只要最低配，这背后有着怎样的心路历程？一切尽在本期视频！,762,0,易车中古计划,1328364666,918259003,252419,3760,624,2698,19536,765,23597,0,0,0,252419,1328611980,https://b23.tv/BV1uu4y1h71P,北京
355,BV1Xw411K7B9,1,95,数码,http://i0.hdslb.com/bfs/archive/4c8ed42e584c5c9c0420c1bb6b46f667c264a0a4.jpg,「小白」营销骗局还是感知强烈？内存对手机影响有多大？,1699669800,1699602967,关注微信公众号：小白测评 每晚发车不见不散,750,0,小白测评,8969156,278182409,586993,6638,3399,4387,6740,1187,29511,0,0,0,586993,1327610247,https://b23.tv/BV1Xw411K7B9,湖北
356,BV1GM411D7z6,1,17,单机游戏,http://i2.hdslb.com/bfs/archive/39a068a70111382701c6b98a4f8da19fdd4a356a.jpg,【生存无尽敲门砖06】一个视频带你重新了解布阵解阵——轨道理论总结篇,1699697158,1699697159,"悄悄在这儿求个三连吧
视频做完手都在抖，发了就去睡一觉",1133,0,零佚,702548743,535774528,340310,364,708,4347,1910,1134,14105,0,0,0,340310,1328892802,https://b23.tv/BV1GM411D7z6,江苏
357,BV1SG411Q7HC,1,137,明星综合,http://i1.hdslb.com/bfs/archive/6e4113759c6a5cc46cfc4867fa22a733987b851e.jpg,【TF家族】《恭喜你发现了宝藏》（第二季）EP7特训营第三站：寻找绿色的海,1699723155,1699723156,"告别长寿村，少年们继续启程前往下一站；边感受沿途风光，边补足能量和睡眠，边继续向前。🚗

🫕从清晨到深夜的奔波日，热气腾腾的当地美食让大家在大快朵颐后活力满满。

🌃I人E人分房入住蒙古包，“豪华全景星空双人间”，经历突袭，星光下入眠。

🌅日出很美但黎明很冷，花式取暖、互相打闹，等待的时光才更珍贵也难忘。

一起出发去草原！",1688,0,TF家族,3670216,408338919,552518,93995,30598,5881,3207,353,23600,0,0,0,552518,1328758182,https://b23.tv/BV1SG411Q7HC,北京
358,BV1dH4y1q7kp,1,213,美食测评,http://i2.hdslb.com/bfs/archive/53c3cbbea06eb742392faf57eb342999776ab62b.jpg,大型美食节目之《走进味觉》,1699616400,1699536835,-,212,0,张圣叹Yo,3.49308E+15,963141267,941019,2404,1327,6059,7072,2061,120096,0,79,0,941019,1326806503,https://b23.tv/BV1dH4y1q7kp,马来西亚
359,BV1Ew411W7WE,1,138,搞笑,http://i0.hdslb.com/bfs/archive/a1e3cede0d8e6615ffba06572e77a2b91fb9cf4b.jpg,《关于同事离职这件事》,1699681927,1699681927,,102,0,李什么闯啊,1699496602,323326547,602794,200,232,1072,681,285,40931,0,0,0,602794,1328633452,https://b23.tv/BV1Ew411W7WE,山东
360,BV1UQ4y1877N,1,138,搞笑,http://i2.hdslb.com/bfs/archive/0f566f6a0624339fab5dc21dd056eba85237c5e9.jpg,他俩是真的惜字如金,1699616549,1699616549,-,128,0,虎牙龙斯基,350456040,705837144,898490,919,617,5096,1990,2756,82722,0,0,0,898490,1327887552,https://b23.tv/BV1UQ4y1877N,云南
361,BV1Jc411X7oL,1,17,单机游戏,http://i1.hdslb.com/bfs/archive/609df1b24251cecfb74915de7338c3be550bb40a.jpg,如何用地上的尸体拯救天际？！【上古卷轴5十二周年】,1699801793,1699801793,"十分感谢大家的观看！

好久没更新了，真年更了属于是，今年真跟生活对线去了。

感觉视频还是有很多地方欠打磨，但没那么多时间做了，所以还是发了。但上次鼠鼠提前发了一天，这次晚发了一天，互补了属于是。

我对这个视频，还是挺满意的，「不用双手」和「鼠鼠」不好的部分，在这个视频里都有改善，吧。不过因为实在是没有时间了，所以解释部分可能纯文字看起来还是有点困难，我原本是计划好好画画图，做做特效什么的，但，没时间了……至于煽情的部分，感觉还是不太行，但应该有进步吧……

聊聊对视频内容的一些吐槽和补充吧。

——",2579,0,想玩游戏的炝一,689513531,280817378,36092,626,272,1542,3237,219,3296,0,0,0,36092,1330224327,https://b23.tv/BV1Jc411X7oL,北京
362,BV1jz4y1P7Sw,1,76,美食制作,http://i0.hdslb.com/bfs/archive/29740dd70d8442da732c4210d3e4bd058cea1952.jpg,买了五斤蜂巢，一点也没浪费～,1699513420,1699513420,-,137,0,阿鱼吃什么,351978573,578164057,1164783,341,820,7973,1272,974,53043,0,0,0,1164783,1326531033,https://b23.tv/BV1jz4y1P7Sw,安徽
363,BV1Wg4y197CM,1,171,电子竞技,http://i2.hdslb.com/bfs/archive/efe0c5655dac755caa67c59d3a301178ff053d74.jpg,最有羁绊的一集,1699774120,1699774120,很有感觉！！,27,0,TheShy,1923246745,833282355,438231,310,3050,2412,7502,409,54654,0,0,0,438231,1329819229,https://b23.tv/BV1Wg4y197CM,上海
364,BV1JH4y1B7SW,1,218,喵星人,http://i0.hdslb.com/bfs/archive/3480f8c063c6e1922c255963bb5bd62e0504ef00.jpg,这所学校，居然给学校里的猫，做了战斗力排行榜！,1699533666,1699533666,,125,0,萌宠指南,18373961,963186368,4134214,1084,2514,34424,4324,8413,118871,0,30,0,4134214,1326829966,https://b23.tv/BV1JH4y1B7SW,陕西
365,BV1Pw411T713,1,138,搞笑,http://i0.hdslb.com/bfs/archive/21811ee22597a6269be5d23c3e3e0b9ee8f7ef2f.jpg,“粉 丝 开 放 日”,1699677000,1699668738,最喜欢我的粉丝了，喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢，所以可以给我三连吗？三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连三连,216,0,超正经的小李,317783104,278250512,486646,393,657,2061,1804,257,43233,0,0,0,486646,1328429495,https://b23.tv/BV1Pw411T713,四川
366,BV1cu4y1N7iR,1,250,出行,http://i2.hdslb.com/bfs/archive/28e7526447817105a7fe540136cd24e67643e625.jpg,或许终其一生，我们都在追寻某个瞬间,1699605468,1699605468,"2023年，你捕捉到了怎样的绝佳瞬间？
在不同地点，不同时刻，与万物同行。

8KRAW 眼界 · 摄影师的2023年度摄影大赛正式启动！
即日起至2023年12月24日参与大赛投稿，展示你在2023年捕捉到的绝佳瞬间，赢取万元摄影装备，更有机会获得8KRAW签约资格。

参赛入口>>>www.8kraw.com/8k2023

摄影师的2023，捕捉你的绝佳瞬间！",88,0,8KRAW,21151219,920697892,311868,954,448,15136,6257,3169,59076,0,0,0,311868,1327660777,https://b23.tv/BV1cu4y1N7iR,湖北
367,BV1xa4y1S7eF,1,173,桌游棋牌,http://i2.hdslb.com/bfs/archive/73c2b36bbc126063ce61eb849fda4b0b258d586e.jpg,惨烈银河之中，帝国内政部的狗官到底做了些什么？【战锤胡诌】,1699783810,1699783811,求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！求关注！求三连！,1777,0,一碗龙虾汤,98684196,663307029,111813,1200,1177,2299,4171,264,9608,0,0,0,111813,1329928609,https://b23.tv/BV1xa4y1S7eF,山西
368,BV1Y84y1Q7xx,1,21,日常,http://i0.hdslb.com/bfs/archive/7b96f28c5dd0fca697a1a2ed84c18513816217eb.jpg,【MrBeast公益】当我们为孩子们捐100口井时。。。,1699610128,1699610128,"https://youtube.com/watch?v=mwKJfNYwvm8
更多MrBeast视频
北京整活BV1kv4y127zg
MrBeast传奇发家史 BV1C44y1g79K
MrBeast拍视频到底赚了多少钱？BV1mY4y1Y7fL
下一个MrBeast会是谁？BV1hZ4y1e7xP",619,0,MrBeast精选,1027737427,620644504,843937,1385,1363,15854,16771,1033,111512,0,49,0,843937,1327765936,https://b23.tv/BV1Y84y1Q7xx,北京
369,BV1gw411T7xH,1,31,翻唱,http://i0.hdslb.com/bfs/archive/0905504256565a08ee77218552e02087f94dd178.jpg,【中文版翻唱】「轻涟」（芙宁娜传说任务《水的女儿》）,1699541905,1699541906,"翻唱：盐酸

官方歌词：

Ah, si je pouvais vivre dans l'eau,
啊，若化水复回归途
le monde serait-il plus beau ?
令故土朝暮如初
Nous pardonneras-tu, ô chère mère ?
啊母亲可否将我宽恕
L'eau dans son courant fait danser nos vies.
向四季流溯，引万籁驰骛
Et la cité, elle nourrit.
所过处百废复苏
Ainsi que toi, mon ",150,0,盐酸不酸硫酸酸,262273584,278241156,733736,895,3873,48015,73785,10188,84300,0,28,0,733736,1327406451,https://b23.tv/BV1gw411T7xH,江西
370,BV1eu4y1t74B,1,171,电子竞技,http://i2.hdslb.com/bfs/archive/e0efe2c91801fc9543c946f095ee17eefddf5c2c.jpg,战胜JDG后，Faker拒摆倒赞手势！,1699802105,1699802079,-,14,0,风眠楦雪,434348005,918314510,330737,48,1300,915,732,6211,6955,0,0,0,330737,1330297417,https://b23.tv/BV1eu4y1t74B,内蒙古
371,BV1fQ4y187wP,1,210,手办·模玩,http://i2.hdslb.com/bfs/archive/f71face22d20dd7f2159eddfa4ffe636aad9e6cb.jpg,3D打印果元天尊五合体归位，耗时两个月终于满意！模型文件简介自取,1699743300,1699723644,"椰子尊，西瓜尊，青梅尊模型需要的自取，本视频点赞过万，分享香蕉尊和山竹尊
打印出来后如果发现组合度过紧或过松，请自行打磨或加固，以免造成零件损坏。视频里的效果完全可以做出来
制作不易，喜欢的话，还请多多点赞
链接：https://pan.baidu.com/s/19qOnj86GCqJL_BQlTh3yjw?pwd=1bx6 
提取码：1bx6 
--来自百度网盘超级会员V5的分享",258,0,贰十公婆,293159091,705869919,144305,138,401,2918,3458,662,8492,0,0,0,144305,1329355852,https://b23.tv/BV1fQ4y187wP,江苏
